,Realized_Vol,PE,Imp_Vol,Short_Int,Beta_Factor,Market_Cap,Op_Margin,Ret_On_Equity,RSI_Momentum,Turnover
JBL UN Equity,0.004309958966790603,3.5034346469595395e-05,-0.0001524702610424818,1.980695541272215e-10,0.00808093369886701,-2.746317730415766e-06,-0.00012898578367943,-6.440619376954355e-05,5.84494766037385e-05,2.1153568761564608e-11
JCI UN Equity,-0.012852675501406348,3.391224841027187e-05,0.00016623048118102418,-5.455268356359546e-10,0.00434632616765141,-2.2310242019314284e-08,-6.512176810264021e-05,-3.918147649956959e-05,-7.665593020973266e-05,3.5673104425536595e-12
JKHY UW Equity,0.004225131766473585,-0.0008175537747103216,-0.0001452604554372596,-3.6003939509318854e-10,0.005915074029056045,6.570553721931643e-07,0.0002817891496464045,0.0007121472299010051,-8.724662423753357e-05,1.737896376983891e-11
JNJ UN Equity,-0.014157054282382675,-0.0002716592787850734,0.00027089166704499307,7.665056630578421e-11,0.0007476349816133944,9.238954193134215e-09,9.434395640541958e-05,-0.00015512914204563982,-4.0253266601444555e-06,3.170282313931399e-12
JPM UN Equity,-0.015591513794621316,-0.0002962983634359636,0.0004954781436624035,1.831658922772034e-10,-0.0015705918519219888,-7.669110363578436e-09,0.0002761179673390959,-0.000787308482612215,-1.7361104682195975e-05,-4.705312261675365e-12
KDP UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEY UN Equity,-0.01196614481474638,-0.00012354577465418677,0.000559630990969048,-4.19679388036365e-09,-0.001980327559366533,6.588458356905775e-07,0.00021276655439036364,-0.0004249244420582612,-0.00016898081466190773,-2.2331507762105825e-11
KEYS UN Equity,0.01362279164797545,-0.0022967030870897696,0.0007316504360959378,5.211310596252779e-09,0.009185747689745904,3.697985950465885e-06,-5.5601180360126396e-05,-0.00025234108218765957,-0.00023605903943456677,-9.781693953593367e-11
KHC UW Equity,0.028951220844101386,0.033468039715632864,0.0026806793880973768,2.7997305121723922e-08,-0.030892568961742892,-1.312117480053147e-05,6.714124461343233e-05,-0.03949228763333726,-5.750522860404326e-05,-2.3275248871836203e-11
KIM UN Equity,-0.018898173790851958,2.1314985295781516e-06,0.0003448828497912897,-7.013369833415282e-10,-0.0006272109490700234,-1.4861583981023716e-07,4.236533586007944e-05,-1.4957585141184027e-06,-6.217285964812609e-06,-1.6822589600970808e-11
KKR UN Equity,0.003728504243390368,-1.0162310693522226e-06,2.1715346630193053e-05,-7.063496802576749e-10,0.001433007854054723,-7.18452050774245e-08,-1.965219106023801e-05,8.326891889737799e-06,-3.7085360906767908e-06,-5.163884595568772e-11
KLAC UW Equity,-0.0002592866805644421,7.662458281712775e-06,2.1168825271407972e-05,-4.5271442398598704e-10,0.007817374755787497,-5.159770787120363e-07,2.0379028494924715e-05,-0.00011235111991376648,-3.726416536069526e-05,3.3467708484546784e-12
KMB UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KMI UN Equity,-0.005879982788318322,-1.0361408311321956e-05,1.5338869750924542e-05,-1.185823270367394e-10,-0.0006823334400039247,-3.7271518902203746e-08,2.0187837002885632e-05,0.00029443793863683166,3.496597042671163e-05,-3.4082872326011882e-12
KO UN Equity,-0.009028940225405624,-0.0002386200419019849,0.00010692652481625797,-1.0063496741228468e-09,0.008541682994698728,-2.755946028354549e-09,6.221456804637335e-05,5.016404958044237e-05,-4.255711085385762e-05,7.1787670440883e-13
KR UN Equity,-0.001145481116377999,-0.00045875226496605695,-4.859611730568576e-05,9.744855284655456e-10,0.00649876046562185,6.481865622587702e-08,0.0004506014548884269,1.9024311797674156e-05,-3.433177355208289e-05,1.9063247781320398e-11
KVUE UN Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L UN Equity,-0.015609287145667226,9.343709210344418e-06,0.0004600055942088281,-5.330540606402605e-10,-0.0031909064759598435,1.0113186553332836e-08,5.545998362549778e-05,-0.00024472937081523047,-6.204385369917818e-05,2.4652316407509346e-11
LDOS UN Equity,-0.0018550297956418538,-4.0946148602312915e-06,0.00016757192270214544,-6.26621791946427e-11,0.002595757500956618,-1.0886604019873324e-06,-2.6397730025687923e-05,0.0002206716932045154,-6.578445253094583e-05,3.388697716260151e-11
LEN UN Equity,-0.01617014437265314,6.8289232281154344e-06,0.0003932015419208101,-8.131102162866566e-11,-0.0008638288146686123,-7.686734006416157e-08,-0.00014592082069184934,0.0002527741598638964,-9.439863776687886e-05,-6.401774287945184e-11
LH UN Equity,-0.0005525274193055243,-2.049619038834867e-05,7.308512534526049e-05,1.1197302692276914e-10,0.0036031965672279776,-1.4675932745287172e-07,9.652388489651034e-06,4.235640718708274e-05,-6.641207717117967e-05,-5.7761149667372256e-12
LHX UN Equity,-0.009393340850196356,-0.00040116053515335237,0.00010001875668730234,-4.982471669300669e-10,0.010602993362098606,-1.9481345743281526e-07,-0.00014125129810324723,6.477400154975613e-05,-2.6864470266185333e-05,-5.355165730625062e-11
LII UN Equity,0.0008660990513415278,0.00012062273515942395,2.9143984980022294e-05,-1.192272003546092e-10,0.0038666392102051396,-1.92232908139519e-06,0.00013422083863879475,0.00010417989449920591,-9.494028468866711e-05,2.3729784539692103e-11
LIN UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LLY UN Equity,-0.00251823286684118,8.744731705186346e-06,8.67153480823026e-05,-2.459854634068417e-11,0.007540189406105758,-3.7261582402124497e-08,-0.00016194637676893893,4.138342606199848e-05,-2.5167501217990673e-05,-6.0037895167203255e-12
LMT UN Equity,-0.007345311119639206,-3.9885994660271236e-05,5.516224838615479e-05,-6.120665648726058e-11,0.01047526388595116,-6.736469570203396e-08,1.0407872513421183e-05,3.5070451449775644e-06,-6.201311032217382e-05,-9.985611662933627e-12
LNT UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOW UN Equity,-0.008046627593500142,0.0008921536093085045,0.00015337925171547183,-5.453641793378366e-10,-0.006266684549889586,-5.439935905094191e-07,-0.00020555497026229032,0.0007877000975204812,6.713094678866551e-06,8.7196383423732e-12
LRCX UW Equity,-0.01691531629288053,1.856751262493857e-05,0.0002853755478110302,-2.771069740025267e-10,0.0037985575104815283,5.4982958896135517e-08,-3.9150921856889154e-05,-0.00010334285274287237,-0.00011843605006064934,7.022308551802755e-12
LULU UW Equity,-0.0004423047586700618,-8.851437531299681e-05,-2.5129452976318594e-05,-1.5529919354654e-12,0.0011793118826105792,-8.090083143927483e-07,0.0003714242060746259,-8.066082110775581e-05,6.639958275128139e-05,1.24445146523529e-11
LUV UN Equity,-0.01684865521869281,-3.379195822670655e-05,0.0001597504866810156,1.290507126142474e-10,0.001031249623583844,-6.3926393580120645e-09,0.00015432091502107472,-0.00013074266177991262,-5.361301139253472e-07,-1.3016113710160657e-12
LVS UN Equity,-0.01574152760535373,-1.8159444245331148e-05,0.0002532205808650778,-1.7407596134495732e-10,-0.0035787437006432176,-1.336762419265136e-07,3.376133107784128e-05,9.232185597577791e-05,0.00010085799346922056,7.158756196180121e-12
LW UN Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYB UN Equity,-0.006302496092544246,0.0011120190546923406,0.00018867671777681884,-3.140989162209256e-10,-0.001962943578601742,-2.6479294320345134e-07,3.133852998925927e-07,0.00013612091184727845,-8.045061292340514e-05,-1.330892484219079e-11
LYV UN Equity,-0.008568337146999396,1.6292762744915852e-06,7.854335946958531e-05,2.4957412746210293e-11,0.0002798616900777756,1.4719017257588926e-07,-4.4171304531056555e-05,-0.00010120497970027093,-2.482263028463374e-05,-6.012068191763562e-11
MA UN Equity,-0.012445490025209126,-0.000157536230500187,0.00010525559928448381,2.9189789984965165e-11,0.006895750329001444,-3.123432805401081e-08,2.4755886320607933e-05,2.6441072440998044e-05,-7.216839344951455e-05,8.646167304660628e-12
MAA UN Equity,-0.010851795847599639,-3.430310037256033e-05,0.00022741250795913544,1.354590613859637e-11,0.00481424781777542,1.0182513122291138e-06,-2.3775879276522596e-05,-7.934446898950236e-05,-0.00015092341549545902,8.861198439727656e-11
MAR UW Equity,0.019889229764924007,0.0017448785215544162,1.9613152600928435e-05,-8.540381027606305e-11,-0.00436019985756316,-1.4757519744344957e-06,1.5229292034207234e-06,-6.342223240170453e-06,-6.724802500756422e-05,1.9718566165213007e-12
MAS UN Equity,0.013789700545457346,3.2262564531893384e-05,-0.00010595029709032654,-8.510602220043626e-11,0.005140659710432813,-1.1748061786085694e-06,-1.3456936954220357e-05,4.165677413187832e-05,-5.057158103815108e-05,5.0833887395325055e-11
MCD UN Equity,-0.004378163023259791,-0.00025510933362270834,4.08627616153048e-05,1.3920170931657602e-09,0.005238899976123133,-3.496672460529716e-08,0.00012022384192496897,7.541622850152716e-05,-6.314879497104403e-05,3.4706137976266913e-12
MCHP UW Equity,-0.007307956679732022,-5.6951196445330954e-05,-3.87863929495537e-05,2.372979037717558e-10,0.020850620412076384,-1.823659271831548e-06,-5.4567284952773394e-05,-0.00010263646960885591,-6.010380502517817e-05,-6.0063265350362425e-12
MCK UN Equity,-0.019012137284919572,-0.00014638909058365044,0.0003393277761493833,-1.8911035851663497e-09,-0.00023012069341708504,2.1951697720181736e-08,0.0021712263753196825,-0.00010460639747251869,-1.726061735531242e-05,3.6141759402470684e-12
MCO UN Equity,-0.007955329962811706,-0.0008117465451527022,7.461975583880277e-05,-8.274446271220622e-11,0.0053898017693881075,4.982606760725593e-07,2.9419195179960394e-05,9.628929247721851e-06,-1.8983361730952915e-05,-1.8190367243329875e-11
MDLZ UW Equity,0.015786375913233987,-0.00016193491547429164,4.836972029475809e-05,1.520167164163083e-11,-0.0004732128295357556,3.59947723847152e-08,4.120689119751203e-06,6.918715313079076e-05,-2.4175155288607532e-05,-6.393834163293649e-12
MDT UN Equity,-0.011272209579077139,1.737795246385676e-05,0.00013445003819109036,1.8568338835972622e-12,0.005823050523342252,-5.25799023011297e-08,-3.562570517936754e-05,-4.455742137005451e-05,-3.108937962574728e-05,1.0646297412394618e-11
MET UN Equity,-0.02518599195667577,-2.2663341320241784e-05,0.0004485942569192442,4.2191160618456876e-10,-0.0006092791924285827,3.380805382073037e-09,1.781311880751954e-05,-3.2736181680526905e-05,-0.00011426973887010655,-1.9648926876961085e-12
META UW Equity,0.0010303690311015282,-4.058000477755589e-06,0.0001298352696170391,-1.4564931956084054e-10,0.006191789859376238,-5.960998894479671e-08,8.755282689714747e-05,-3.141623319581742e-05,-3.0410798067508056e-05,2.7126556015091573e-12
MGM UN Equity,0.0032072569648057847,8.282702308178687e-06,8.253064145965713e-05,-4.631089446822941e-10,0.0019736921348729774,-2.757055180201053e-07,-2.0673124972608813e-05,-4.187137106723168e-05,3.478844991239605e-06,-1.1527951969151966e-11
MKC UN Equity,-0.014921046765113157,-0.00047607871000101925,5.7885858418020835e-05,1.330520829541371e-10,0.011372913504355955,1.0453420046912823e-09,5.54408109894902e-05,0.00026813426313764113,-7.321351653613444e-05,2.8217748519883687e-11
MLM UN Equity,0.0028874276698451925,-0.00013224526641110397,8.725595509839542e-05,-1.6861592965860793e-10,0.010709600852340467,-5.337777227744527e-07,-1.0348257036921015e-05,-0.0004183030626655442,-1.9449987345499294e-05,-3.7172216716987824e-11
MMC UN Equity,-0.009863695998363427,-0.00013253889642077105,0.00013151510304270207,6.413841282326452e-11,0.009885626788369873,-1.463374982621204e-07,5.9581803256042916e-05,0.00010292332556561092,-0.00010680283898817646,-2.349547986440364e-11
MMM UN Equity,-0.007220708604665157,0.0005433112475554555,0.00013521658922805384,1.1024517945923649e-09,0.005869771355598287,-8.05357788070807e-08,-9.778901630676663e-05,-0.00015166962579881124,-6.803663708543014e-05,4.394312264166121e-12
MNST UW Equity,-0.009984733940761091,-0.00021027579493332446,0.00019228070927022003,-4.0425915429576734e-10,0.003739266847787559,1.6663893278678247e-07,6.185241262138189e-05,4.296063803325834e-05,-6.11662470765369e-05,1.9677924348849155e-11
MO UN Equity,-0.009626191248900972,2.5400913254407486e-05,3.8778375901262456e-05,1.4305981431180406e-10,0.005666009528811833,-2.7059253493796745e-08,8.372867910739357e-05,-7.701493941571848e-06,-6.295785825317049e-05,5.867844825926097e-12
MOH UN Equity,0.0020025477232912202,8.737554257585445e-06,5.2822046344617995e-06,-3.1570907363221263e-11,0.003486879011417021,-1.602522855690443e-06,-0.00019394913063300136,4.534243725273617e-06,-3.4785646143701484e-05,2.365358742512863e-10
MOS UN Equity,-0.013359390994816882,-5.1764752575749136e-05,0.0004887661885992992,-4.298187229227455e-10,0.002914248080373373,-9.633672605690302e-08,-0.0001369427403831922,-0.0004542878074860301,-3.346171522474325e-05,-4.301349813351053e-12
MPC UN Equity,0.01609962394971408,0.0006983078567369214,-0.0003704276090578902,1.3116989564064756e-09,0.003650478874557979,-5.603004199031258e-07,-0.00010625446687942271,0.00041035138222049754,-1.656583122830838e-05,-3.1744426232595e-11
MPWR UW Equity,-0.004187188483940347,2.7684306925270014e-05,0.00017704056029234084,-2.57529508654838e-10,0.002656000863820514,7.055308939943001e-07,-0.00010204727102675577,-0.00013770104471839056,-0.00010991312359956331,-1.1284065253219868e-10
MRK UN Equity,-0.0012040590248954758,-9.698879491243744e-05,2.326309642677743e-05,3.9071328304704073e-10,0.0032650614027786573,1.771516793530059e-08,2.4056394874952382e-05,-5.384954806072844e-05,-5.616417144024503e-05,3.485631060824306e-13
MRNA UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS UN Equity,-0.022041705914248522,-2.0614635436072826e-05,0.000686793648149466,-5.323367743722116e-09,-0.003157516872398593,8.538774412861734e-08,-6.818307411523998e-05,-0.0001098809240520119,-8.275361007737055e-05,-5.045088151031963e-12
MSCI UN Equity,-0.004204452970584508,-4.530502000634523e-05,4.813380116436336e-05,2.570963735693181e-10,-0.0004519748674040847,-5.849073584373719e-08,0.00014010039711070873,3.847219899474376e-05,-6.703753248929349e-05,-1.3846439408753363e-11
MSFT UW Equity,-0.021253296416699603,-1.538460670952011e-05,0.0004297156733570166,-2.6768965946948815e-10,0.007652602441655552,-1.6809652392477816e-08,0.00010299038839295928,-0.0002516372257807818,-3.196716932900781e-05,1.2073394683765912e-13
MSI UN Equity,,,,,,,,,,
MTB UN Equity,-0.006692745351545139,-0.00048150718714655216,3.7578319372495286e-05,3.364508380555519e-10,0.008196763020267995,2.4144739157074784e-07,4.225873661537574e-05,-0.00034931710173445965,-0.00010426016209443631,2.2787905308087767e-11
MTCH UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTD UN Equity,-0.009500501051803209,-0.0003387991996621624,0.00022453751249454777,-8.607792020599522e-10,0.005616379179968018,1.6922934079538085e-08,-1.618244241434439e-05,1.386150990710956e-05,2.3975054675608814e-05,4.2919598852433864e-12
MU UW Equity,0.006038385928568286,-7.094146510207287e-07,-1.9637850542776514e-05,5.609031557550453e-10,-0.002634127259859435,-1.3810676119870351e-07,-1.7206319463010733e-05,1.2599482016706657e-06,2.3800742062070966e-05,3.5602025426783404e-12
NCLH UN Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDAQ UW Equity,-0.016231250233219578,-6.31716930071301e-06,0.00029286511536437675,4.706582521672997e-10,-0.0025146458554206625,1.4111517697866277e-07,6.970292268450326e-05,-0.00015145406848814393,-6.425597175704174e-05,-5.653815269975629e-11
NDSN UW Equity,-0.007356902000896967,-0.0007188129181342319,1.4148279870679428e-05,2.5273448489603295e-10,0.008758826904035254,1.5425955347143784e-06,-1.922867721441076e-05,-9.591717820782742e-05,-1.1012108628324003e-05,3.573735089553915e-11
NEE UN Equity,-0.0018652877607295954,1.2735277073506629e-05,0.00018422597907949003,7.626311818656647e-10,-0.0031560670452048085,-5.479419470090192e-08,9.713405589860953e-05,8.0979014915972e-06,-4.1643688646283465e-05,-1.6803735151255355e-11
NEM UN Equity,-0.01094448933662659,-1.3484528454778813e-07,0.0002906042459259091,-8.890533937710415e-10,0.0072436580323746655,-9.67537284049863e-08,7.779818568148302e-06,3.22994231581461e-06,-0.00013829433465704807,-5.988206992291131e-12
NFLX UW Equity,0.001545456079511998,8.243616990952565e-06,1.588099012416228e-05,-7.185025079902756e-11,0.0013277379751285942,-1.472445876524735e-07,0.0004442196292533625,-0.00010640587199874277,1.8399991733326233e-05,1.0740855485458752e-12
NI UN Equity,-0.015785919395467696,-4.98114552927842e-05,0.0003342113164957123,-2.197958119928884e-11,-0.0032446381619864813,-3.5580313045247856e-07,0.00012832433742076751,0.0010130669393405211,-0.00011749265734124145,-2.879574602500234e-11
NKE UN Equity,-0.014121220582164624,-0.0005808843372588358,0.0001756917652654891,-1.3796556567207774e-09,0.0033491925765518965,2.177965938638902e-08,0.0002991710936608736,0.0004583119305645095,-7.108156476793296e-05,1.7821047404737775e-12
NOC UN Equity,0.0043498144451589275,-3.553216617011982e-05,-0.00010777108995733268,-5.408360822045984e-10,0.011043851506102535,-1.9644186485682477e-07,4.2500074243272035e-05,-5.718274312130616e-05,-1.9385549601234218e-05,1.1749842066582893e-11
NOW UN Equity,-0.005768513560454737,-5.437355083494381e-05,0.0002501004917083541,-1.7899059374431944e-10,-0.0016138226397513244,-1.1790845007981153e-06,0.00011494798498320807,-0.00038965739142559795,-0.00014731096724490125,-4.803790457372825e-11
NRG UN Equity,-0.014414790268064644,-3.4329015018388096e-06,0.0003685301619474286,-1.0043497239723754e-09,-0.004859660143087312,-3.2951200914107273e-07,6.89656718665654e-05,-3.20592466541143e-05,6.437503568705714e-05,2.0501589511786193e-12
NSC UN Equity,-0.005395688250127953,-0.00019965495248125867,7.2985404672018946e-06,-1.3466469845442678e-10,0.01226433314469253,-2.1780277927214573e-07,3.237181540161446e-05,-0.00012616059404044436,-5.40633083936891e-05,-2.2239102643769808e-17
NTAP UW Equity,0.0015421961904232542,2.157598123183165e-05,0.00015283870194144172,8.128995897697762e-11,-0.001541770013574898,8.598976424575644e-08,0.00019181216137297046,-0.000246622033285043,-4.2020069190479464e-05,-3.549437094274362e-11
NTRS UW Equity,-0.021053974859235745,0.0004928169819894245,0.00040340277506281923,1.082514702737448e-10,-0.0033944039134473046,-7.223689011371803e-07,0.00018633564683359478,9.365436714644176e-05,-0.00011543111682628267,-1.3889975046035084e-11
NUE UN Equity,-0.02040375065409741,3.0194689753157625e-05,0.00044543183335094477,-1.384880313416031e-09,0.005734797526725298,-5.780263214004399e-07,0.0002121442860006029,-0.00019425068626007574,-3.817562295116383e-05,-2.531801579927416e-11
NVDA UW Equity,-0.006646066431360426,1.4776643583063111e-05,0.00012421134543469595,5.5646395559588185e-11,0.00027302143938092577,-7.202244774657684e-08,-1.5366990595379397e-06,-8.352377095409861e-05,-5.016428437374397e-07,-1.3582675788635272e-11
NVR UN Equity,,,,,,,,,,
NWS UW Equity,-0.0021355834060963258,8.873045204147847e-05,0.00023163074012273266,7.868834913774633e-10,-0.0012895932907460838,-5.013448052860959e-07,-9.846919770712828e-07,1.3160893611599505e-05,-6.031639916176801e-05,-2.5761146552609782e-11
NWSA UW Equity,-0.013312311255341039,0.0001451124700324171,0.0006126996275953108,2.5365180629848685e-11,-0.0036784458118931484,-1.1055606580591753e-06,-1.10507441095587e-06,1.6696395376497307e-05,-3.082279075866503e-05,-2.1460547246879087e-11
NXPI UW Equity,0.008741036489364714,1.673311236322868e-06,6.0324129494543974e-05,-1.8132287460665113e-10,-0.0019773135797942387,3.159532542805477e-08,-3.690618617735068e-05,-7.236358837311192e-05,1.9005114359614187e-06,3.204512296176154e-11
O UN Equity,-0.015800992304077555,-9.161990323325887e-06,0.0003478546067595145,2.1840153122405932e-11,-0.0021054604682587894,1.4617560484340555e-07,7.18151229648069e-05,-0.0003275148638625108,-8.780531922111656e-05,-4.614862486207142e-12
ODFL UW Equity,-0.004241221592063581,-0.00014171838243448397,0.00019771895163838744,-4.267687165889962e-10,0.006330643063656722,6.674144128882463e-07,0.00016469192390282993,-0.0004437471222878525,-8.210117663993912e-05,5.1029124853624984e-11
OKE UN Equity,-0.0028860465063670947,0.0001600636091987668,8.60110479253436e-05,3.7817872565342875e-11,0.0018348915932630007,-6.014573590538338e-07,0.0005448885470735567,-0.00024490098653100217,-3.534073028561493e-05,3.4150055075786952e-12
OMC UN Equity,-0.03672799534728527,-0.00022784396052753542,0.00038882837583590837,-1.5431408673265403e-10,0.0062574413846774824,-1.5784454456776974e-07,-0.0003271150173852271,0.0001513326899561701,-2.8663527296364344e-05,1.1533180569727841e-11
ON UW Equity,-0.010954930942309708,-3.2513321433706e-05,0.0001736581400781692,-9.041422901489184e-11,0.005134748133078739,-2.647416688102614e-06,-0.00015459063671497314,3.755335901656448e-05,5.495974583123269e-05,-1.812398147367852e-11
ORCL UN Equity,0.004454430189122096,-0.000599861209342123,-1.9207640248204558e-07,1.1814343848751265e-10,3.481040028254493e-05,3.707012790197452e-08,1.7544203897690083e-05,0.0002776215231162095,-7.427997503948144e-05,-3.4893729446445045e-12
ORLY UW Equity,0.0030527586116400295,-0.0007243212069625012,0.00012153780649630997,3.350445199456317e-10,-0.0005328677432996068,1.9786122077118817e-07,0.0006663911441889716,5.9247604040940026e-05,-3.5860904075980656e-05,-9.321220868956986e-12
OTIS UN Equity,,,,,,,,,,
OXY UN Equity,-0.017855641218396213,1.8497323261702606e-05,0.00037512911251651225,-7.374152798522903e-11,0.004724103428517315,-9.903016282600615e-08,3.417777408615068e-05,-0.00021981989401215045,-7.561250862596678e-05,3.555445181335735e-12
PANW UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAYC UN Equity,0.008858806293451713,-0.00022695830489870828,0.0009322584854875869,-2.0298130786386183e-10,0.0013706966456923212,-9.5109178766875e-06,1.2691743280118036e-05,-0.0006446863647302647,0.00010939150646412259,7.207476011479085e-11
PAYX UW Equity,-0.021551445446275568,-0.0012709587208840402,0.0003797577012267324,8.760535069018785e-10,0.033499782062215974,1.1171156674727672e-06,-6.500717986602752e-05,-0.0004983266746521545,-8.252189665053738e-06,1.2218019326883972e-11
PCAR UW Equity,-0.00933374270054546,4.378959548100207e-06,9.690562695736132e-05,4.055006772043903e-10,0.004082085777429171,-3.3057171072106717e-07,0.00030608443141275386,2.9990294599446027e-05,-6.124552941493243e-05,-3.818739760950085e-11
PCG UN Equity,0.0032841543468387227,2.195956973053143e-05,4.554377138676871e-05,2.435930956295938e-10,-0.0019402857553938288,5.4095832685764865e-08,7.011761444376271e-05,-2.1936889662281617e-05,-6.016191629383116e-05,5.508762212248148e-12
PEG UN Equity,-0.01460676454025685,-0.00029751700783907885,0.00029015566722649617,1.5447514108337906e-09,0.011533562836418624,-3.7295390175705156e-07,7.80011536472631e-05,-0.0004200659347412252,-1.7876820581090873e-05,4.584293322930505e-11
PEP UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFE UN Equity,-0.010467603551831404,0.0007622823146570197,0.00019121552525009174,3.095801236793131e-10,0.0050829491724635875,-7.728479329055267e-08,-4.571577654705515e-05,6.518586109481272e-05,-4.573184197656071e-05,-2.020785901153331e-12
PFG UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG UN Equity,0.0008489823364688236,-0.0005591721614045457,3.5108396725748136e-05,-1.2074728796898796e-09,0.006920749084314387,3.065103787043826e-08,4.813882579125625e-05,5.8430990064817695e-06,-7.053602158198161e-06,1.501788692675902e-12
PGR UN Equity,-0.014584632808586791,0.00014594849409482196,0.0002565729181152034,1.808593337577423e-11,0.0011637897499087342,-2.564923806881667e-07,2.711882393591287e-05,0.00011174577004620781,-7.297921648158303e-05,-2.7983487767271452e-11
PH UN Equity,-0.008044529961219387,-0.00031766346943953996,9.86849336709868e-05,-1.3156187854249042e-10,0.019217809786501422,-3.976193328178113e-07,0.00016324531413272915,-0.0008052526251918375,-4.43546284536414e-05,-1.74166483675737e-12
PHM UN Equity,-0.021821039421429565,0.00011035382515363501,0.0004529108673662529,-4.3235150130596146e-10,-0.001526138254008961,-9.174401431852035e-07,7.495942423601647e-05,6.978557736471082e-05,2.0249198760166446e-06,-7.816942074691952e-11
PKG UN Equity,-0.004281035983594377,9.152906851188824e-06,0.00012021794268467903,-5.701745072692585e-10,0.0017629890216535671,-1.3396946934420053e-07,6.877172050479918e-05,2.0634883231584833e-05,-5.85460267551823e-05,-1.9293749191478703e-11
PLD UN Equity,-0.001117029169574887,-2.94580558284857e-06,0.0001009253202320569,-3.0625275970276215e-10,0.003590412341573858,1.4185083745413683e-07,4.891535621861629e-06,6.6597420811635456e-06,-0.0001598298978725443,-1.367461891217199e-11
PLTR UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM UN Equity,-0.006319619318219371,-0.00029866213800697406,0.00012247982796777062,3.6596206149235414e-09,-0.012010727746049622,-1.7570565907136558e-07,0.00038602453643673054,3.613048384683471e-05,2.7970991585954996e-05,8.036905075754074e-12
PNC UN Equity,-0.012176312539241379,-0.0002577214680998972,0.0005051433416254899,-3.1150692101878553e-09,0.0003683557660930465,-4.253475500257829e-08,0.00029591483601752245,-0.0001994753697789991,-9.130452292995595e-05,-4.1657117797321355e-11
PNR UN Equity,-0.01014930144244378,0.00010597671913416243,0.00019197372241623714,-2.0301007502467927e-10,0.0035691274423187793,-1.4681679224704541e-07,-6.978761466757072e-05,-0.0001282967213750903,-8.550236026385176e-05,-1.5318801562184845e-11
PNW UN Equity,-0.0011092396523389623,-0.0010240260598202108,9.377426435031438e-06,-2.391256095664961e-10,0.02613528141938854,1.2513284117419276e-06,3.92828791327373e-05,-0.0006914049500061108,-1.905719181533303e-05,-6.023451396606143e-11
PODD UW Equity,0.0040220620348158055,0.00015345096499544056,6.362517592364383e-05,-2.322088506633431e-10,0.002584399826969235,1.8435328257038424e-06,1.5042278296383064e-05,5.167480580985898e-06,-1.3185142423392566e-05,2.021567396090254e-10
POOL UW Equity,-0.0037645170754298405,-0.0009230839433108401,8.649539533280742e-05,1.650849518103413e-10,0.011717200264555335,7.186130967243523e-06,-8.010230092282946e-05,-0.00018864926454322556,-1.0200805032915649e-05,-1.1031789983375425e-10
PPG UN Equity,0.0012453751323284858,9.286118051154838e-05,-9.730086907808115e-06,2.0225169385306763e-10,0.005968140755187711,-1.1806591021014727e-07,-4.956458332854359e-05,2.171853552505499e-05,-0.00010263887834731903,-2.413474242455988e-11
PPL UN Equity,-0.009143323010696626,-0.00012414602772998113,0.00017039814417836723,1.1621507794587852e-09,0.003848274755062395,-4.067457866968343e-08,9.032000747978218e-05,-9.802944509091866e-05,-9.376175815130222e-05,8.144624630946626e-12
PRU UN Equity,-0.036844284741303274,-0.0005174725950263155,0.000484476470447215,4.778985407756737e-09,-0.0008620107146006483,-1.1183874066738273e-07,0.00019750606565367956,-0.0002214814062998308,-5.104507890843947e-06,1.1450830238638029e-11
PSA UN Equity,-0.019805156727270883,6.084126013630837e-07,0.0003644990625244422,-6.738450994251585e-10,-6.403821806693971e-06,-5.982224283415313e-08,8.233123036238162e-05,0.0001519117827832313,-0.00013834268763670714,4.081989177231456e-11
PSKY UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSX UN Equity,-0.011522949133074533,0.0007459874453655782,0.0007485773445783619,2.6979062942423087e-11,0.0002724242722585514,-2.846239808166274e-07,3.6787181420144707e-06,-0.0007131555130858423,-3.165207543664592e-05,1.4053327612577625e-11
